	pointcc
0	8.61731978554866450E-1 / 1.19863310294410550E2


	pointch
0	1.13406796830673470E-1 / -6.77675753151132640E1


	pointco
0	1.05296066214500410E0 / -6.30437115158311730E1


Y	X	pointCor[0][0, ::]
0.99999999999999989E0	7.50000000000000000E1	1.00146239396932120E0 / -7.46976796005878010E1
0.99999999999999989E0	7.59999999999999960E1	1.00108074616720290E0 / -7.57242880377396950E1
0.99999999999999989E0	7.70000000000000020E1	1.00070255056380360E0 / -7.67512676150788130E1
0.99999999999999989E0	7.79999999999999980E1	1.00032837918682090E0 / -7.77785933550502050E1
0.99999999999999989E0	7.90000000000000040E1	9.99958791738387910E-1 / -7.88062392515995040E1
0.99999999999999989E0	8.00000000000000000E1	9.99594334827126470E-1 / -7.98341782987137630E1
0.99999999999999989E0	8.09999999999999960E1	9.99235541219732680E-1 / -8.08623825208094970E1
0.99999999999999989E0	8.19999999999999930E1	9.98882929113349150E-1 / -8.18908230049397900E1
0.99999999999999989E0	8.30000000000000070E1	9.98537001429969530E-1 / -8.29194699347875820E1
0.99999999999999989E0	8.40000000000000040E1	9.98198245134061680E-1 / -8.39482926264066800E1
0.99999999999999989E0	8.50000000000000000E1	9.97867130574593910E-1 / -8.49772595656670760E1
0.99999999999999989E0	8.59999999999999960E1	9.97544110852577680E-1 / -8.60063384473557950E1
0.99999999999999989E0	8.69999999999999930E1	9.97229621215229050E-1 / -8.70354962158792670E1
0.99999999999999989E0	8.80000000000000070E1	9.96924078477779220E-1 / -8.80646991075080440E1
0.99999999999999989E0	8.90000000000000040E1	9.96627880473939240E-1 / -8.90939126941002790E1
0.99999999999999989E0	9.00000000000000000E1	9.96341405535960160E-1 / -9.01231019282345260E1
0.99999999999999989E0	9.09999999999999960E1	9.96065012005167110E-1 / -9.11522311896784570E1
0.99999999999999989E0	9.19999999999999930E1	9.95799037773820220E-1 / -9.21812643331154820E1
0.99999999999999989E0	9.30000000000000070E1	9.95543799859053280E-1 / -9.32101647370467750E1
0.99999999999999989E0	9.40000000000000040E1	9.95299594009611610E-1 / -9.42388953537814980E1
0.99999999999999989E0	9.50000000000000000E1	9.95066694346034100E-1 / -9.52674187604261750E1
0.99999999999999989E0	9.59999999999999960E1	9.94845353034846980E-1 / -9.62956972107777000E1
0.99999999999999989E0	9.69999999999999930E1	9.94635799997292480E-1 / -9.73236926880241700E1
0.99999999999999989E0	9.80000000000000070E1	9.94438242653015790E-1 / -9.83513669581526350E1
0.99999999999999989E0	9.90000000000000040E1	9.94252865699087350E-1 / -9.93786816239611780E1
0.99999999999999989E0	1.00000000000000000E2	9.94079830924649780E-1 / -1.00405598179570580E2
0.99999999999999989E0	1.01000000000000000E2	9.93919277061402620E-1 / -1.01432078065328880E2
0.99999999999999989E0	1.02000000000000000E2	9.93771319670077880E-1 / -1.02458082723000280E2
0.99999999999999989E0	1.03000000000000000E2	9.93636051062967420E-1 / -1.03483573651129350E2
0.99999999999999989E0	1.04000000000000000E2	9.93513540262499180E-1 / -1.04508512460469700E2
0.99999999999999989E0	1.05000000000000000E2	9.93403832995777590E-1 / -1.05532860929368820E2
0.99999999999999989E0	1.06000000000000010E2	9.93306951724932040E-1 / -1.06556581058995860E2
0.99999999999999989E0	1.06999999999999980E2	9.93222895713048000E-1 / -1.07579635128305910E2
0.99999999999999989E0	1.08000000000000010E2	9.93151641125365000E-1 / -1.08601985748629160E2
0.99999999999999989E0	1.09000000000000010E2	9.93093141165376990E-1 / -1.09623595917779730E2
0.99999999999999989E0	1.10000000000000010E2	9.93047326245390670E-1 / -1.10644429073577080E2
0.99999999999999989E0	1.10999999999999990E2	9.93014104191011880E-1 / -1.11664449146677170E2
0.99999999999999989E0	1.11999999999999990E2	9.92993360478999240E-1 / -1.12683620612611390E2
0.99999999999999989E0	1.13000000000000010E2	9.92984958507831370E-1 / -1.13701908542935940E2
0.99999999999999989E0	1.14000000000000010E2	9.92988739900281560E-1 / -1.14719278655395440E2
0.99999999999999989E0	1.14999999999999990E2	9.93004524837228610E-1 / -1.15735697363009590E2
0.99999999999999989E0	1.15999999999999990E2	9.93032112421907880E-1 / -1.16751131821994750E2
0.99999999999999989E0	1.16999999999999990E2	9.93071281073691200E-1 / -1.17765549978435890E2
0.99999999999999989E0	1.18000000000000020E2	9.93121788950505290E-1 / -1.18778920613630650E2
0.99999999999999989E0	1.18999999999999990E2	9.93183374398897810E-1 / -1.19791213388028210E2
0.99999999999999989E0	1.20000000000000000E2	9.93255756430750130E-1 / -1.20802398883694130E2
0.99999999999999989E0	1.21000000000000000E2	9.93338635225571490E-1 / -1.21812448645234950E2
0.99999999999999989E0	1.22000000000000000E2	9.93431692657298980E-1 / -1.22821335219121550E2
0.99999999999999989E0	1.23000000000000000E2	9.93534592844475380E-1 / -1.23829032191356590E2
0.99999999999999989E0	1.24000000000000000E2	9.93646982722651550E-1 / -1.24835514223434770E2
0.99999999999999989E0	1.25000000000000000E2	9.93768492637855160E-1 / -1.25840757086552090E2
0.99999999999999989E0	1.26000000000000000E2	9.93898736959906870E-1 / -1.26844737694023760E2
0.99999999999999989E0	1.27000000000000000E2	9.94037314714395310E-1 / -1.27847434131876450E2
0.99999999999999989E0	1.28000000000000000E2	9.94183810232069300E-1 / -1.28848825687586840E2
0.99999999999999989E0	1.29000000000000000E2	9.94337793814416850E-1 / -1.29848892876941720E2
0.99999999999999989E0	1.30000000000000000E2	9.94498822414194090E-1 / -1.30847617469002530E2
0.99999999999999989E0	1.31000000000000010E2	9.94666440329643290E-1 / -1.31844982509159680E2
0.99999999999999989E0	1.31999999999999980E2	9.94840179911177280E-1 / -1.32840972340270150E2
0.99999999999999989E0	1.33000000000000010E2	9.95019562279274970E-1 / -1.33835572621873950E2
0.99999999999999989E0	1.34000000000000010E2	9.95204098052355230E-1 / -1.34828770347491340E2
0.99999999999999989E0	1.35000000000000010E2	9.95393288083408830E-1 / -1.35820553860007330E2
0.99999999999999989E0	1.35999999999999990E2	9.95586624204183220E-1 / -1.36810912865153300E2
0.99999999999999989E0	1.36999999999999990E2	9.95783589975711610E-1 / -1.37799838443101370E2
0.99999999999999989E0	1.38000000000000010E2	9.95983661444026860E-1 / -1.38787323058190170E2
0.99999999999999989E0	1.39000000000000010E2	9.96186307899882630E-1 / -1.39773360566804030E2
0.99999999999999989E0	1.39999999999999990E2	9.96390992641373780E-1 / -1.40757946223432470E2
0.99999999999999989E0	1.40999999999999990E2	9.96597173738320310E-1 / -1.41741076684939630E2
0.99999999999999989E0	1.41999999999999990E2	9.96804304797362310E-1 / -1.42722750013075910E2
0.99999999999999989E0	1.43000000000000020E2	9.97011835726685900E-1 / -1.43702965675267080E2
0.99999999999999989E0	1.43999999999999990E2	9.97219213499375280E-1 / -1.44681724543720010E2
0.99999999999999989E0	1.45000000000000000E2	9.97425882914390980E-1 / -1.45659028892884200E2
0.99999999999999989E0	1.46000000000000000E2	9.97631287354213820E-1 / -1.46634882395312570E2
0.99999999999999989E0	1.47000000000000000E2	9.97834869538243470E-1 / -1.47609290115965170E2
0.99999999999999989E0	1.48000000000000000E2	9.98036072271033350E-1 / -1.48582258505002280E2
0.99999999999999989E0	1.49000000000000000E2	9.98234339184530130E-1 / -1.49553795389113970E2
0.99999999999999989E0	1.50000000000000000E2	9.98429115473488870E-1 / -1.50523909961434630E2
0.99999999999999989E0	1.51000000000000000E2	9.98619848623271620E-1 / -1.51492612770091070E2
0.99999999999999989E0	1.52000000000000000E2	9.98805989129290590E-1 / -1.52459915705435130E2
0.99999999999999989E0	1.53000000000000000E2	9.98986991207373980E-1 / -1.53425831986010430E2
0.99999999999999989E0	1.54000000000000000E2	9.99162313494386470E-1 / -1.54390376143303710E2
0.99999999999999989E0	1.55000000000000000E2	9.99331419738453870E-1 / -1.55353564005331470E2
0.99999999999999989E0	1.56000000000000010E2	9.99493779478189030E-1 / -1.56315412679112640E2
0.99999999999999989E0	1.56999999999999980E2	9.99648868710346330E-1 / -1.57275940532075720E2
0.99999999999999989E0	1.58000000000000010E2	9.99796170545373640E-1 / -1.58235167172452360E2
0.99999999999999989E0	1.59000000000000010E2	9.99935175850346520E-1 / -1.59193113428702930E2
0.99999999999999989E0	1.60000000000000010E2	1.00006538387882450E0 / -1.60149801328024700E2
0.99999999999999989E0	1.61000000000000010E2	1.00018630288717600E0 / -1.61105254073987900E2
0.99999999999999989E0	1.61999999999999990E2	1.00029745073698910E0 / -1.62059496023345550E2
0.99999999999999989E0	1.63000000000000010E2	1.00039835548315700E0 / -1.63012552662062180E2
0.99999999999999989E0	1.63999999999999990E2	1.00048855594731200E0 / -1.63964450580603720E2
0.99999999999999989E0	1.64999999999999990E2	1.00056760227628370E0 / -1.64915217448531190E2
0.99999999999999989E0	1.66000000000000010E2	1.00063505648527420E0 / -1.65864881988437360E2
0.99999999999999989E0	1.66999999999999990E2	1.00069049298549520E0 / -1.66813473949265980E2
0.99999999999999989E0	1.68000000000000020E2	1.00073349909600800E0 / -1.67761024079049650E2
0.99999999999999989E0	1.68999999999999990E2	1.00076367553955950E0 / -1.68707564097102320E2
0.99999999999999989E0	1.70000000000000000E2	1.00078063692219430E0 / -1.69653126665699580E2
0.99999999999999989E0	1.71000000000000020E2	1.00078401219648370E0 / -1.70597745361278230E2
0.99999999999999989E0	1.72000000000000000E2	1.00077344510819040E0 / -1.71541454645185710E2
0.99999999999999989E0	1.73000000000000000E2	1.00074859462623670E0 / -1.72484289834007790E2
0.99999999999999989E0	1.73999999999999980E2	1.00070913535584970E0 / -1.73426287069498740E2
0.99999999999999989E0	1.75000000000000000E2	1.00065475793476600E0 / -1.74367483288142360E2
0.99999999999999989E0	1.76000000000000020E2	1.00058516941239770E0 / -1.75307916190363080E2
0.99999999999999989E0	1.77000000000000000E2	1.00050009361188690E0 / -1.76247624209410470E2
0.99999999999999989E0	1.78000000000000000E2	1.00039927147495680E0 / -1.77186646479935070E2
0.99999999999999989E0	1.78999999999999980E2	1.00028246138951360E0 / -1.78125022806275090E2
0.99999999999999989E0	1.80000000000000000E2	1.00014943949993370E0 / -1.79062793630467400E2
0.99999999999999989E0	1.81000000000000010E2	1.00000000000000000E0 / 1.80000000000000000E2
0.99999999999999989E0	1.81999999999999980E2	9.99833955408436560E-1 / 1.79063316464683030E2
0.99999999999999989E0	1.83000000000000010E2	9.99651136827026400E-1 / 1.78127113602911960E2
0.99999999999999989E0	1.83999999999999990E2	9.99451394181268070E-1 / 1.77191348746746910E2
0.99999999999999989E0	1.85000000000000010E2	9.99234596443566230E-1 / 1.76255978754149820E2
0.99999999999999989E0	1.86000000000000010E2	9.99000631838905130E-1 / 1.75320960042365880E2
0.99999999999999989E0	1.86999999999999990E2	9.98749408033036800E-1 / 1.74386248621507310E2
0.99999999999999989E0	1.88000000000000010E2	9.98480852303114470E-1 / 1.73451800128334990E2
0.99999999999999989E0	1.88999999999999990E2	9.98194911690795190E-1 / 1.72517569860232590E2
0.99999999999999989E0	1.89999999999999990E2	9.97891553137776730E-1 / 1.71583512809371320E2
0.99999999999999989E0	1.91000000000000010E2	9.97570763603763310E-1 / 1.70649583697061580E2
0.99999999999999989E0	1.91999999999999990E2	9.97232550166838470E-1 / 1.69715737008289660E2
0.99999999999999989E0	1.93000000000000020E2	9.96876940106223590E-1 / 1.68781927026438900E2
0.99999999999999989E0	1.93999999999999990E2	9.96503980967415260E-1 / 1.67848107868194060E2
0.99999999999999989E0	1.95000000000000000E2	9.96113740609671790E-1 / 1.66914233518628170E2
0.99999999999999989E0	1.96000000000000020E2	9.95706307235807660E-1 / 1.65980257866472280E2
0.99999999999999989E0	1.97000000000000000E2	9.95281789404309690E-1 / 1.65046134739568060E2
0.99999999999999989E0	1.98000000000000000E2	9.94840316023695690E-1 / 1.64111817940502110E2
0.99999999999999989E0	1.98999999999999980E2	9.94382036329112400E-1 / 1.63177261282424310E2
0.99999999999999989E0	2.00000000000000000E2	9.93907119841131600E-1 / 1.62242418625046620E2
0.99999999999999989E0	2.01000000000000020E2	9.93415756306688990E-1 / 1.61307243910825140E2
0.99999999999999989E0	2.02000000000000000E2	9.92908155622140320E-1 / 1.60371691201321980E2
0.99999999999999989E0	2.03000000000000020E2	9.92384547738374500E-1 / 1.59435714713746160E2
0.99999999999999989E0	2.04000000000000000E2	9.91845182547936230E-1 / 1.58499268857671520E2
0.99999999999999989E0	2.04999999999999980E2	9.91290329754115970E-1 / 1.57562308271927720E2
0.99999999999999989E0	2.06000000000000010E2	9.90720278721937400E-1 / 1.56624787861661340E2
0.99999999999999989E0	2.06999999999999980E2	9.90135338310994580E-1 / 1.55686662835560410E2
0.99999999999999989E0	2.08000000000000010E2	9.89535836690083140E-1 / 1.54747888743237770E2
0.99999999999999989E0	2.08999999999999990E2	9.88922121133562730E-1 / 1.53808421512764570E2
0.99999999999999989E0	2.10000000000000010E2	9.88294557799390280E-1 / 1.52868217488344230E2
0.99999999999999989E0	2.11000000000000030E2	9.87653531488777680E-1 / 1.51927233468118270E2
0.99999999999999989E0	2.12000000000000010E2	9.86999445387402830E-1 / 1.50985426742089190E2
0.99999999999999989E0	2.12999999999999990E2	9.86332720788135480E-1 / 1.50042755130148350E2
0.99999999999999989E0	2.13999999999999970E2	9.85653796795213740E-1 / 1.49099177020191440E2
0.99999999999999989E0	2.14999999999999990E2	9.84963130009837330E-1 / 1.48154651406303910E2
0.99999999999999989E0	2.16000000000000010E2	9.84261194197124210E-1 / 1.47209137926996860E2
0.99999999999999989E0	2.16999999999999990E2	9.83548479934414030E-1 / 1.46262596903469740E2
0.99999999999999989E0	2.18000000000000020E2	9.82825494240876730E-1 / 1.45314989377876120E2
0.99999999999999989E0	2.18999999999999990E2	9.82092760188409030E-1 / 1.44366277151564800E2
0.99999999999999989E0	2.20000000000000020E2	9.81350816493827160E-1 / 1.43416422823267410E2
0.99999999999999989E0	2.21000000000000000E2	9.80600217092344020E-1 / 1.42465389827199070E2
0.99999999999999989E0	2.21999999999999980E2	9.79841530692356780E-1 / 1.41513142471038500E2
0.99999999999999989E0	2.23000000000000000E2	9.79075340311577590E-1 / 1.40559645973749010E2
0.99999999999999989E0	2.23999999999999980E2	9.78302242794552510E-1 / 1.39604866503201030E2
0.99999999999999989E0	2.25000000000000000E2	9.77522848311638450E-1 / 1.38648771213552590E2
0.99999999999999989E0	2.26000000000000020E2	9.76737779839526970E-1 / 1.37691328282341010E2
0.99999999999999989E0	2.27000000000000000E2	9.75947672623409980E-1 / 1.36732506947239040E2
0.99999999999999989E0	2.28000000000000020E2	9.75153173620929790E-1 / 1.35772277542422270E2
0.99999999999999989E0	2.29000000000000000E2	9.74354940928075310E-1 / 1.34810611534493270E2
0.99999999999999989E0	2.29999999999999980E2	9.73553643187166530E-1 / 1.33847481557907110E2
0.99999999999999989E0	2.31000000000000010E2	9.72749958977190230E-1 / 1.32882861449835810E2
0.99999999999999989E0	2.31999999999999980E2	9.71944576186678690E-1 / 1.31916726284411160E2
0.99999999999999989E0	2.33000000000000010E2	9.71138191369425210E-1 / 1.30949052406279340E2
0.99999999999999989E0	2.33999999999999990E2	9.70331509083336030E-1 / 1.29979817463399840E2
0.99999999999999989E0	2.35000000000000010E2	9.69525241212743620E-1 / 1.29009000439018880E2
0.99999999999999989E0	2.36000000000000030E2	9.68720106274561130E-1 / 1.28036581682744810E2
0.99999999999999989E0	2.37000000000000010E2	9.67916828708707120E-1 / 1.27062542940649290E2
0.99999999999999989E0	2.37999999999999990E2	9.67116138153204300E-1 / 1.26086867384320420E2
0.99999999999999989E0	2.38999999999999970E2	9.66318768704501000E-1 / 1.25109539638786590E2
0.99999999999999989E0	2.39999999999999990E2	9.65525458163493870E-1 / 1.24130545809233530E2
0.99999999999999989E0	2.41000000000000010E2	9.64736947267865830E-1 / 1.23149873506430870E2
0.99999999999999989E0	2.41999999999999990E2	9.63953978911343510E-1 / 1.22167511870788450E2
0.99999999999999989E0	2.43000000000000020E2	9.63177297350535080E-1 / 1.21183451594957000E2
0.99999999999999989E0	2.43999999999999990E2	9.62407647400065080E-1 / 1.20197684944890910E2
0.99999999999999989E0	2.45000000000000020E2	9.61645773616772460E-1 / 1.19210205779288760E2
0.99999999999999989E0	2.46000000000000000E2	9.60892419473754340E-1 / 1.18221009567327860E2
0.99999999999999989E0	2.46999999999999980E2	9.60148326525134980E-1 / 1.17230093404609950E2
0.99999999999999989E0	2.48000000000000000E2	9.59414233562437780E-1 / 1.16237456027235410E2
0.99999999999999989E0	2.48999999999999980E2	9.58690875763518240E-1 / 1.15243097823924720E2
0.99999999999999989E0	2.50000000000000000E2	9.57978983835054620E-1 / 1.14247020846108920E2
0.99999999999999989E0	2.51000000000000020E2	9.57279283149634890E-1 / 1.13249228815909620E2
0.99999999999999989E0	2.52000000000000000E2	9.56592492878523260E-1 / 1.12249727131936330E2
0.99999999999999989E0	2.53000000000000020E2	9.55919325121251440E-1 / 1.11248522872826340E2
0.99999999999999989E0	2.54000000000000000E2	9.55260484033201250E-1 / 1.10245624798460760E2
0.99999999999999989E0	2.54999999999999980E2	9.54616664952398250E-1 / 1.09241043348791280E2
0.99999999999999989E0	2.56000000000000010E2	9.53988553526787620E-1 / 1.08234790640216080E2
0.99999999999999989E0	2.56999999999999980E2	9.53376824843278920E-1 / 1.07226880459450520E2
0.99999999999999989E0	2.58000000000000010E2	9.52782142559898300E-1 / 1.06217328254840560E2
0.99999999999999989E0	2.58999999999999990E2	9.52205158042419520E-1 / 1.05206151125074960E2
0.99999999999999989E0	2.60000000000000010E2	9.51646509506878150E-1 / 1.04193367805255430E2
0.99999999999999989E0	2.61000000000000030E2	9.51106821169384100E-1 / 1.03178998650293140E2
0.99999999999999989E0	2.62000000000000010E2	9.50586702404697980E-1 / 1.02163065615604750E2
0.99999999999999989E0	2.62999999999999990E2	9.50086746915040510E-1 / 1.01145592235089210E2
0.99999999999999989E0	2.63999999999999970E2	9.49607531910626790E-1 / 1.00126603596373460E2
0.99999999999999989E0	2.64999999999999990E2	9.49149617303429950E-1 / 9.91061263133235570E1
0.99999999999999989E0	2.66000000000000010E2	9.48713544915691820E-1 / 9.80841884958253020E1
0.99999999999999989E0	2.66999999999999990E2	9.48299837704686690E-1 / 9.70608197168467510E1
0.99999999999999989E0	2.68000000000000020E2	9.47908999005282380E-1 / 9.60360509768041840E1
0.99999999999999989E0	2.68999999999999990E2	9.47541511791779810E-1 / 9.50099146652607730E1
0.99999999999999989E0	2.70000000000000020E2	9.47197837960562690E-1 / 9.39824445199971060E1
0.99999999999999989E0	2.71000000000000000E2	9.46878417635039500E-1 / 9.29536755835002100E1
0.99999999999999989E0	2.71999999999999980E2	9.46583668494335480E-1 / 9.19236441569286810E1
0.99999999999999989E0	2.73000000000000000E2	9.46313985127199860E-1 / 9.08923877516186710E1
0.99999999999999989E0	2.73999999999999980E2	9.46069738412536940E-1 / 8.98599450382048910E1
0.99999999999999989E0	2.75000000000000000E2	9.45851274927931480E-1 / 8.88263557934402750E1
0.99999999999999989E0	2.76000000000000020E2	9.45658916387527350E-1 / 8.77916608448058260E1
0.99999999999999989E0	2.77000000000000000E2	9.45492959110538320E-1 / 8.67559020130105200E1
0.99999999999999989E0	2.78000000000000020E2	9.45353673521648300E-1 / 8.57191220524901180E1
0.99999999999999989E0	2.79000000000000000E2	9.45241303684483470E-1 / 8.46813645900204110E1
0.99999999999999989E0	2.79999999999999980E2	9.45156066869288130E-1 / 8.36426740615689650E1
0.99999999999999989E0	2.81000000000000010E2	9.45098153155870510E-1 / 8.26030956475162090E1
0.99999999999999989E0	2.81999999999999980E2	9.45067725072823710E-1 / 8.15626752063824870E1
0.99999999999999989E0	2.83000000000000010E2	9.45064917273927210E-1 / 8.05214592072053040E1
0.99999999999999989E0	2.83999999999999990E2	9.45089836252588530E-1 / 7.94794946607155330E1
0.99999999999999989E0	2.85000000000000010E2	9.45142560095105640E-1 / 7.84368290494660240E1
0.99999999999999989E0	2.86000000000000030E2	9.45223138273407320E-1 / 7.73935102570722490E1
0.99999999999999989E0	2.87000000000000010E2	9.45331591477886770E-1 / 7.63495864967258790E1
0.99999999999999989E0	2.87999999999999990E2	9.45467911490838730E-1 / 7.53051062391474880E1
0.99999999999999989E0	2.88999999999999970E2	9.45632061100914180E-1 / 7.42601181401455080E1
0.99999999999999989E0	2.89999999999999990E2	9.45823974058915700E-1 / 7.32146709679510900E1
0.99999999999999989E0	2.91000000000000010E2	9.46043555075175570E-1 / 7.21688135304989410E1
0.99999999999999989E0	2.91999999999999990E2	9.46290679858646660E-1 / 7.11225946028250000E1
0.99999999999999989E0	2.93000000000000020E2	9.46565195197749350E-1 / 7.00760628547509160E1
0.99999999999999989E0	2.93999999999999990E2	9.46866919082930460E-1 / 6.90292667790241680E1
0.99999999999999989E0	2.95000000000000020E2	9.47195640870764780E-1 / 6.79822546200810330E1
0.99999999999999989E0	2.96000000000000000E2	9.47551121489381740E-1 / 6.69350743035966910E1
0.99999999999999989E0	2.96999999999999980E2	9.47933093684865470E-1 / 6.58877733669838060E1
0.99999999999999989E0	2.98000000000000000E2	9.48341262308201040E-1 / 6.48403988909965270E1
0.99999999999999989E0	2.98999999999999980E2	9.48775304642257210E-1 / 6.37929974325927680E1
0.99999999999999989E0	3.00000000000000000E2	9.49234870768190400E-1 / 6.27456149592017810E1
0.99999999999999989E0	3.01000000000000020E2	9.49719583970586360E-1 / 6.16982967845398460E1
0.99999999999999989E0	3.02000000000000000E2	9.50229041180561040E-1 / 6.06510875061077660E1
0.99999999999999989E0	3.03000000000000020E2	9.50762813455974150E-1 / 5.96040309445005700E1
0.99999999999999989E0	3.04000000000000000E2	9.51320446497821240E-1 / 5.85571700846500850E1
0.99999999999999989E0	3.04999999999999980E2	9.51901461201816090E-1 / 5.75105470191143200E1
0.99999999999999989E0	3.06000000000000010E2	9.52505354244080670E-1 / 5.64642028935203030E1
0.99999999999999989E0	3.06999999999999980E2	9.53131598699827620E-1 / 5.54181778542568980E1
0.99999999999999989E0	3.08000000000000010E2	9.53779644693835850E-1 / 5.43725109985085100E1
0.99999999999999989E0	3.08999999999999990E2	9.54448920081480520E-1 / 5.33272403267092270E1
0.99999999999999989E0	3.10000000000000010E2	9.55138831159020900E-1 / 5.22824026974894270E1
0.99999999999999989E0	3.11000000000000030E2	9.55848763401806600E-1 / 5.12380337851783720E1
0.99999999999999989E0	3.12000000000000010E2	9.56578082229017570E-1 / 5.01941680399158500E1
0.99999999999999989E0	3.12999999999999990E2	9.57326133793540280E-1 / 4.91508386504195190E1
0.99999999999999989E0	3.13999999999999970E2	9.58092245795502960E-1 / 4.81080775094419890E1
0.99999999999999989E0	3.14999999999999990E2	9.58875728318026970E-1 / 4.70659151819474620E1
0.99999999999999989E0	3.16000000000000010E2	9.59675874683682470E-1 / 4.60243808760252730E1
0.99999999999999989E0	3.16999999999999990E2	9.60491962330139870E-1 / 4.49835024165507580E1
0.99999999999999989E0	3.18000000000000020E2	9.61323253703498890E-1 / 4.39433062215969360E1
0.99999999999999989E0	3.18999999999999990E2	9.62168997167753660E-1 / 4.29038172815895270E1
0.99999999999999989E0	3.20000000000000020E2	9.63028427928875710E-1 / 4.18650591411936720E1
0.99999999999999989E0	3.21000000000000000E2	9.63900768971958400E-1 / 4.08270538839098940E1
0.99999999999999989E0	3.22000000000000020E2	9.64785232009911550E-1 / 3.97898221193533620E1
0.99999999999999989E0	3.22999999999999950E2	9.65681018442169050E-1 / 3.87533829731804060E1
0.99999999999999989E0	3.23999999999999980E2	9.66587320321916370E-1 / 3.77177540796236950E1
0.99999999999999989E0	3.25000000000000000E2	9.67503321330321060E-1 / 3.66829515765873060E1
0.99999999999999989E0	3.26000000000000020E2	9.68428197756310110E-1 / 3.56489901032526780E1
0.99999999999999989E0	3.27000000000000050E2	9.69361119480420720E-1 / 3.46158828001364330E1
0.99999999999999989E0	3.27999999999999980E2	9.70301250961306750E-1 / 3.35836413115407820E1
0.99999999999999989E0	3.29000000000000000E2	9.71247752223480100E-1 / 3.25522757903289330E1
0.99999999999999989E0	3.29999999999999980E2	9.72199779844925690E-1 / 3.15217949049597920E1
0.99999999999999989E0	3.31000000000000010E2	9.73156487943224140E-1 / 3.04922058487060530E1
0.99999999999999989E0	3.32000000000000030E2	9.74117029158885470E-1 / 2.94635143509842170E1
0.99999999999999989E0	3.32999999999999960E2	9.75080555634593970E-1 / 2.84357246907167880E1
0.99999999999999989E0	3.33999999999999990E2	9.76046219989135900E-1 / 2.74088397116487760E1
0.99999999999999989E0	3.35000000000000010E2	9.77013176284781260E-1 / 2.63828608395375940E1
0.99999999999999989E0	3.36000000000000030E2	9.77980580986965360E-1 / 2.53577881011337030E1
0.99999999999999989E0	3.37000000000000010E2	9.78947593915109950E-1 / 2.43336201448709750E1
0.99999999999999989E0	3.37999999999999990E2	9.79913379183516220E-1 / 2.33103542631817140E1
0.99999999999999989E0	3.38999999999999970E2	9.80877106131241310E-1 / 2.22879864163553880E1
0.99999999999999989E0	3.39999999999999990E2	9.81837950239960660E-1 / 2.12665112578561820E1
0.99999999999999989E0	3.41000000000000010E2	9.82795094038816690E-1 / 2.02459221610191300E1
0.99999999999999989E0	3.42000000000000040E2	9.83747727995330660E-1 / 1.92262112470410960E1
0.99999999999999989E0	3.42999999999999970E2	9.84695051391450350E-1 / 1.82073694141889450E1
0.99999999999999989E0	3.43999999999999990E2	9.85636273183885160E-1 / 1.71893863681439710E1
0.99999999999999989E0	3.45000000000000020E2	9.86570612847895130E-1 / 1.61722506534050230E1
0.99999999999999989E0	3.46000000000000000E2	9.87497301203736550E-1 / 1.51559496856769060E1
0.99999999999999989E0	3.47000000000000020E2	9.88415581225012120E-1 / 1.41404697851674780E1
0.99999999999999989E0	3.47999999999999950E2	9.89324708828209330E-1 / 1.31257962107241210E1
0.99999999999999989E0	3.48999999999999980E2	9.90223953642736100E-1 / 1.21119131947385710E1
0.99999999999999989E0	3.50000000000000000E2	9.91112599760803900E-1 / 1.10988039787543590E1
0.99999999999999989E0	3.51000000000000020E2	9.91989946466547320E-1 / 1.00864508497107890E1
0.99999999999999989E0	3.52000000000000050E2	9.92855308943778070E-1 / 9.07483517676317850E0
0.99999999999999989E0	3.52999999999999980E2	9.93708018961837600E-1 / 8.06393744861787990E0
0.99999999999999989E0	3.54000000000000000E2	9.94547425539007790E-1 / 7.05373731132635930E0
0.99999999999999989E0	3.54999999999999980E2	9.95372895582995730E-1 / 6.04421360648417410E0
0.99999999999999989E0	3.56000000000000010E2	9.96183814508017030E-1 / 5.03534440978180520E0
0.99999999999999989E0	3.57000000000000030E2	9.96979586828043370E-1 / 4.02710706986027220E0
0.99999999999999989E0	3.57999999999999960E2	9.97759636725795570E-1 / 3.01947824742286300E0
0.99999999999999989E0	3.58999999999999990E2	9.98523408597104020E-1 / 2.01243395456175380E0
0.99999999999999989E0	3.60000000000000010E2	9.99270367570253630E-1 / 1.00594959425529580E0

Y	X	pointCor[0][11, ::]
1.09999999999999990E0	1.00000000000000000E0	1.09996381091672690E0 / -5.59404038831645420E-3
1.09999999999999990E0	2.00000000000000000E0	1.10079869940556320E0 / -1.01453407059801500E0
1.09999999999999990E0	3.00000000000000000E0	1.10161343006953820E0 / -2.02299116916617370E0
1.09999999999999990E0	4.00000000000000000E0	1.10240748986633230E0 / -3.03099111382767190E0
1.09999999999999990E0	5.00000000000000000E0	1.10318039116616400E0 / -4.03856008806837160E0
1.09999999999999990E0	6.00000000000000000E0	1.10393167216622780E0 / -5.04572464101638830E0
1.09999999999999990E0	7.00000000000000000E0	1.10466089727500940E0 / -6.05251164740767500E0
1.09999999999999990E0	8.00000000000000000E0	1.10536765746621370E0 / -7.05894826764909930E0
1.09999999999999990E0	9.00000000000000000E0	1.10605157060210120E0 / -8.06506190800365100E0
