Y	X	point[0][0, ::]
1.00000000000000000e-1	2.88999999999999970e2	1.60160148495439110e-1 / -3.32673730096242880e1
1.00000000000000000e-1	2.89999999999999990e2	1.61318965920160040e-1 / -3.36976007536503630e1
1.00000000000000000e-1	2.91000000000000010e2	1.62466306641255590e-1 / -3.41285492582710240e1
1.00000000000000000e-1	2.91999999999999990e2	1.63602060872812790e-1 / -3.45601887099343590e1
1.00000000000000000e-1	2.93000000000000020e2	1.64726119520609890e-1 / -3.49924904398552530e1
1.00000000000000000e-1	2.93999999999999990e2	1.65838374195055720e-1 / -3.54254268736577770e1
1.00000000000000000e-1	2.95000000000000020e2	1.66938717224736170e-1 / -3.58589714837133310e1
1.00000000000000000e-1	2.96000000000000000e2	1.68027041670539520e-1 / -3.62930987440017460e1
1.00000000000000000e-1	2.96999999999999980e2	1.69103241340315020e-1 / -3.67277840873385750e1
1.00000000000000000e-1	2.98000000000000000e2	1.70167210804033480e-1 / -3.71630038648221590e1
1.00000000000000000e-1	2.98999999999999980e2	1.71218845409421250e-1 / -3.75987353073559930e1
1.00000000000000000e-1	3.00000000000000000e2	1.72258041298030750e-1 / -3.80349564891279620e1
1.00000000000000000e-1	3.01000000000000020e2	1.73284695421719270e-1 / -3.84716462929192730e1
1.00000000000000000e-1	3.02000000000000000e2	1.74298705559511950e-1 / -3.89087843771363940e1
1.00000000000000000e-1	3.03000000000000020e2	1.75299970334810860e-1 / -3.93463511444614600e1
1.00000000000000000e-1	3.04000000000000000e2	1.76288389232934350e-1 / -3.97843277120233330e1
1.00000000000000000e-1	3.04999999999999980e2	1.77263862618955730e-1 / -4.02226958830015670e1
1.00000000000000000e-1	3.06000000000000010e2	1.78226291755814410e-1 / -4.06614381195758590e1
1.00000000000000000e-1	3.06999999999999980e2	1.79175578822680540e-1 / -4.11005375171465290e1
1.00000000000000000e-1	3.08000000000000010e2	1.80111626933544680e-1 / -4.15399777797480410e1
1.00000000000000000e-1	3.08999999999999990e2	1.81034340156017940e-1 / -4.19797431965892900e1
1.00000000000000000e-1	3.10000000000000010e2	1.81943623530306150e-1 / -4.24198186196565890e1
1.00000000000000000e-1	3.11000000000000030e2	1.82839383088354170e-1 / -4.28601894423169320e1
1.00000000000000000e-1	3.12000000000000010e2	1.83721525873129040e-1 / -4.33008415788663830e1
1.00000000000000000e-1	3.12999999999999990e2	1.84589959958018500e-1 / -4.37417614449708210e1
1.00000000000000000e-1	3.13999999999999970e2	1.85444594466340760e-1 / -4.41829359389493170e1
1.00000000000000000e-1	3.14999999999999990e2	1.86285339590924930e-1 / -4.46243524238504290e1
1.00000000000000000e-1	3.16000000000000010e2	1.87112106613766320e-1 / -4.50659987102836900e1
1.00000000000000000e-1	3.16999999999999990e2	1.87924807925717620e-1 / -4.55078630399584050e1
1.00000000000000000e-1	3.18000000000000020e2	1.88723357046211590e-1 / -4.59499340698957330e1
1.00000000000000000e-1	3.18999999999999990e2	1.89507668642994260e-1 / -4.63922008572757870e1
1.00000000000000000e-1	3.20000000000000020e2	1.90277658551848440e-1 / -4.68346528448853760e1
1.00000000000000000e-1	3.21000000000000000e2	1.91033243796295030e-1 / -4.72772798471341370e1
1.00000000000000000e-1	3.22000000000000020e2	1.91774342607253520e-1 / -4.77200720366100840e1
1.00000000000000000e-1	3.22999999999999950e2	1.92500874442648540e-1 / -4.81630199311430300e1
1.00000000000000000e-1	3.23999999999999980e2	1.93212760006940410e-1 / -4.86061143813518900e1
1.00000000000000000e-1	3.25000000000000000e2	1.93909921270572520e-1 / -4.90493465586490100e1
1.00000000000000000e-1	3.26000000000000020e2	1.94592281489315510e-1 / -4.94927079436762710e1
1.00000000000000000e-1	3.27000000000000050e2	1.95259765223494330e-1 / -4.99361903151522930e1
1.00000000000000000e-1	3.27999999999999980e2	1.95912298357083970e-1 / -5.03797857391082090e1
1.00000000000000000e-1	3.29000000000000000e2	1.96549808116662520e-1 / -5.08234865584918350e1
1.00000000000000000e-1	3.29999999999999980e2	1.97172223090200700e-1 / -5.12672853831207130e1
1.00000000000000000e-1	3.31000000000000010e2	1.97779473245685570e-1 / -5.17111750799653790e1
1.00000000000000000e-1	3.32000000000000030e2	1.98371489949550360e-1 / -5.21551487637481340e1
1.00000000000000000e-1	3.32999999999999960e2	1.98948205984913810e-1 / -5.25991997878370920e1
1.00000000000000000e-1	3.33999999999999990e2	1.99509555569602680e-1 / -5.30433217354227530e1
1.00000000000000000e-1	3.35000000000000010e2	2.00055474373954120e-1 / -5.34875084109616150e1
1.00000000000000000e-1	3.36000000000000030e2	2.00585899538377930e-1 / -5.39317538318722620e1
1.00000000000000000e-1	3.37000000000000010e2	2.01100769690677520e-1 / -5.43760522204723710e1
1.00000000000000000e-1	3.37999999999999990e2	2.01600024963105980e-1 / -5.48203979961408730e1
1.00000000000000000e-1	3.38999999999999970e2	2.02083607009153930e-1 / -5.52647857676959300e1
1.00000000000000000e-1	3.39999999999999990e2	2.02551459020056110e-1 / -5.57092103259774520e1
1.00000000000000000e-1	3.41000000000000010e2	2.03003525741004690e-1 / -5.61536666366204160e1
1.00000000000000000e-1	3.42000000000000040e2	2.03439753487059600e-1 / -5.65981498330106890e1
1.00000000000000000e-1	3.42999999999999970e2	2.03860090158748490e-1 / -5.70426552094140770e1
1.00000000000000000e-1	3.43999999999999990e2	2.04264485257336670e-1 / -5.74871782142661570e1
1.00000000000000000e-1	3.45000000000000020e2	2.04652889899773790e-1 / -5.79317144436176790e1
1.00000000000000000e-1	3.46000000000000000e2	2.05025256833289090e-1 / -5.83762596347223270e1
1.00000000000000000e-1	3.47000000000000020e2	2.05381540449641120e-1 / -5.88208096597625300e1
1.00000000000000000e-1	3.47999999999999950e2	2.05721696799002580e-1 / -5.92653605197027390e1
1.00000000000000000e-1	3.48999999999999980e2	2.06045683603481460e-1 / -5.97099083382633290e1
1.00000000000000000e-1	3.50000000000000000e2	2.06353460270258890e-1 / -6.01544493560077060e1
1.00000000000000000e-1	3.51000000000000020e2	2.06644987904344650e-1 / -6.05989799245356230e1
1.00000000000000000e-1	3.52000000000000050e2	2.06920229320936850e-1 / -6.10434965007743370e1
1.00000000000000000e-1	3.52999999999999980e2	2.07179149057384930e-1 / -6.14879956413637350e1
1.00000000000000000e-1	3.54000000000000000e2	2.07421713384738520e-1 / -6.19324739971256210e1
1.00000000000000000e-1	3.54999999999999980e2	2.07647890318884490e-1 / -6.23769283076137700e1
1.00000000000000000e-1	3.56000000000000010e2	2.07857649631261850e-1 / -6.28213553957372370e1
1.00000000000000000e-1	3.57000000000000030e2	2.08050962859145110e-1 / -6.32657521624502990e1
1.00000000000000000e-1	3.57999999999999960e2	2.08227803315495930e-1 / -6.37101155815059440e1
1.00000000000000000e-1	3.58999999999999990e2	2.08388146098371460e-1 / -6.41544426942636910e1
1.00000000000000000e-1	3.60000000000000010e2	2.08531968099889960e-1 / -6.45987306045498590e1

Y	X	point[0][2, ::]
2.00000000000000000e-1	1.00000000000000000e0	3.03755083868560230e-1 / -6.40754772898054360e1
2.00000000000000000e-1	2.00000000000000000e0	3.03926555855750810e-1 / -6.46863122966981230e1
2.00000000000000000e-1	3.00000000000000000e0	3.04074270270598660e-1 / -6.52968858141518460e1
2.00000000000000000e-1	4.00000000000000000e0	3.04198190375211830e-1 / -6.59072248132174820e1
2.00000000000000000e-1	5.00000000000000000e0	3.04298283112589200e-1 / -6.65173562563181960e1
2.00000000000000000e-1	6.00000000000000000e0	3.04374519121904670e-1 / -6.71273071060916320e1
2.00000000000000000e-1	7.00000000000000000e0	3.04426872752816720e-1 / -6.77371043342031780e1
2.00000000000000000e-1	8.00000000000000000e0	3.04455322078786010e-1 / -6.83467749301403950e1
2.00000000000000000e-1	9.00000000000000000e0	3.04459848909396860e-1 / -6.89563459100015750e1
2.00000000000000000e-1	1.00000000000000000e1	3.04440438801677790e-1 / -6.95658443252879800e1
2.00000000000000000e-1	1.10000000000000010e1	3.04397081070415120e-1 / -7.01752972717117810e1
2.00000000000000000e-1	1.20000000000000000e1	3.04329768797450750e-1 / -7.07847318980311260e1
2.00000000000000000e-1	1.30000000000000000e1	3.04238498839969560e-1 / -7.13941754149229710e1
2.00000000000000000e-1	1.39999999999999990e1	3.04123271837766440e-1 / -7.20036551039055880e1
2.00000000000000000e-1	1.50000000000000000e1	3.03984092219494780e-1 / -7.26131983263214840e1
2.00000000000000000e-1	1.60000000000000010e1	3.03820968207895840e-1 / -7.32228325323932160e1
2.00000000000000000e-1	1.70000000000000000e1	3.03633911824010030e-1 / -7.38325852703624010e1
2.00000000000000000e-1	1.80000000000000000e1	3.03422938890368950e-1 / -7.44424841957250560e1
2.00000000000000000e-1	1.89999999999999990e1	3.03188069033174480e-1 / -7.50525570805738070e1
2.00000000000000000e-1	2.00000000000000000e1	3.02929325683464650e-1 / -7.56628318230598750e1
2.00000000000000000e-1	2.10000000000000010e1	3.02646736077275100e-1 / -7.62733364569881460e1
2.00000000000000000e-1	2.20000000000000020e1	3.02340331254798840e-1 / -7.68840991615544840e1
2.00000000000000000e-1	2.29999999999999980e1	3.02010146058548210e-1 / -7.74951482712423530e1
2.00000000000000000e-1	2.39999999999999990e1	3.01656219130535370e-1 / -7.81065122858886520e1
2.00000000000000000e-1	2.50000000000000000e1	3.01278592908469140e-1 / -7.87182198809337840e1
2.00000000000000000e-1	2.60000000000000010e1	3.00877313620985510e-1 / -7.93302999178684590e1
2.00000000000000000e-1	2.70000000000000020e1	3.00452431281921410e-1 / -7.99427814548927970e1
2.00000000000000000e-1	2.79999999999999980e1	3.00003999683639840e-1 / -8.05556937578008640e1
2.00000000000000000e-1	2.89999999999999990e1	2.99532076389424340e-1 / -8.11690663111059150e1
2.00000000000000000e-1	3.00000000000000000e1	2.99036722724950630e-1 / -8.17829288294218590e1
2.00000000000000000e-1	3.10000000000000010e1	2.98518003768859910e-1 / -8.23973112691173700e1
2.00000000000000000e-1	3.20000000000000020e1	2.97975988342439950e-1 / -8.30122438402563920e1
2.00000000000000000e-1	3.29999999999999980e1	2.97410748998438110e-1 / -8.36277570188459050e1
2.00000000000000000e-1	3.39999999999999990e1	2.96822362009023340e-1 / -8.42438815594047700e1
2.00000000000000000e-1	3.50000000000000000e1	2.96210907352916260e-1 / -8.48606485078735240e1
2.00000000000000000e-1	3.60000000000000010e1	2.95576468701709020e-1 / -8.54780892148835040e1
2.00000000000000000e-1	3.70000000000000020e1	2.94919133405398210e-1 / -8.60962353494050170e1
2.00000000000000000e-1	3.79999999999999980e1	2.94238992477153350e-1 / -8.67151189127935850e1
2.00000000000000000e-1	3.89999999999999990e1	2.93536140577346490e-1 / -8.73347722532566810e1
2.00000000000000000e-1	4.00000000000000000e1	2.92810675996870450e-1 / -8.79552280807614650e1
2.00000000000000000e-1	4.09999999999999960e1	2.92062700639770330e-1 / -8.85765194824075410e1
2.00000000000000000e-1	4.20000000000000020e1	2.91292320005221940e-1 / -8.91986799382863540e1
2.00000000000000000e-1	4.29999999999999980e1	2.90499643168886920e-1 / -8.98217433378537680e1
2.00000000000000000e-1	4.40000000000000040e1	2.89684782763670650e-1 / -9.04457439968402710e1
2.00000000000000000e-1	4.50000000000000000e1	2.88847854959928000e-1 / -9.10707166747257980e1
2.00000000000000000e-1	4.59999999999999960e1	2.87988979445142010e-1 / -9.16966965928067520e1
2.00000000000000000e-1	4.70000000000000020e1	2.87108279403119230e-1 / -9.23237194528850760e1
2.00000000000000000e-1	4.79999999999999980e1	2.86205881492735780e-1 / -9.29518214566087050e1
2.00000000000000000e-1	4.90000000000000040e1	2.85281915826281200e-1 / -9.35810393254958410e1
2.00000000000000000e-1	5.00000000000000000e1	2.84336515947435230e-1 / -9.42114103216758640e1
2.00000000000000000e-1	5.09999999999999960e1	2.83369818808926020e-1 / -9.48429722693820840e1
2.00000000000000000e-1	5.20000000000000020e1	2.82381964749915460e-1 / -9.54757635772317850e1
2.00000000000000000e-1	5.29999999999999980e1	2.81373097473160790e-1 / -9.61098232613322880e1
2.00000000000000000e-1	5.40000000000000040e1	2.80343364022004330e-1 / -9.67451909692519860e1
2.00000000000000000e-1	5.50000000000000000e1	2.79292914757233790e-1 / -9.73819070048992860e1
2.00000000000000000e-1	5.59999999999999960e1	2.78221903333887610e-1 / -9.80200123543521510e1
2.00000000000000000e-1	5.70000000000000020e1	2.77130486678045030e-1 / -9.86595487126831120e1
2.00000000000000000e-1	5.79999999999999980e1	2.76018824963667080e-1 / -9.93005585118301680e1
2.00000000000000000e-1	5.90000000000000040e1	2.74887081589557040e-1 / -9.99430849495616340e1
2.00000000000000000e-1	6.00000000000000000e1	2.73735423156495950e-1 / -1.00587172019587840e2
2.00000000000000000e-1	6.09999999999999960e1	2.72564019444626200e-1 / -1.01232864542876920e2
2.00000000000000000e-1	6.20000000000000020e1	2.71373043391159640e-1 / -1.01880208200229980e2
2.00000000000000000e-1	6.29999999999999980e1	2.70162671068470410e-1 / -1.02529249566178660e2
2.00000000000000000e-1	6.40000000000000040e1	2.68933081662668010e-1 / -1.03180036144268340e2
2.00000000000000000e-1	6.50000000000000000e1	2.67684457452718630e-1 / -1.03832616403793550e2
2.00000000000000000e-1	6.59999999999999960e1	2.66416983790204180e-1 / -1.04487039818057910e2
2.00000000000000000e-1	6.70000000000000020e1	2.65130849079811170e-1 / -1.05143356904229960e2
2.00000000000000000e-1	6.79999999999999980e1	2.63826244760633430e-1 / -1.05801619264875660e2
2.00000000000000000e-1	6.90000000000000040e1	2.62503365288396790e-1 / -1.06461879631247580e2
2.00000000000000000e-1	7.00000000000000000e1	2.61162408118699000e-1 / -1.07124191908416690e2
2.00000000000000000e-1	7.09999999999999960e1	2.59803573691373120e-1 / -1.07788611222339310e2
2.00000000000000000e-1	7.20000000000000020e1	2.58427065416089000e-1 / -1.08455193968950470e2
2.00000000000000000e-1	7.29999999999999980e1	2.57033089659306140e-1 / -1.09123997865388040e2
2.00000000000000000e-1	7.40000000000000040e1	2.55621855732699640e-1 / -1.09795082003449210e2
2.00000000000000000e-1	7.50000000000000000e1	2.54193575883190580e-1 / -1.10468506905391410e2
2.00000000000000000e-1	7.59999999999999960e1	2.52748465284712600e-1 / -1.11144334582194260e2
2.00000000000000000e-1	7.70000000000000020e1	2.51286742031855680e-1 / -1.11822628594403110e2
2.00000000000000000e-1	7.79999999999999980e1	2.49808627135537710e-1 / -1.12503454115685480e2
2.00000000000000000e-1	7.90000000000000040e1	2.48314344520855460e-1 / -1.13186877999232660e2
2.00000000000000000e-1	8.00000000000000000e1	2.46804121027280270e-1 / -1.13872968847151170e2
2.00000000000000000e-1	8.09999999999999960e1	2.45278186411372000e-1 / -1.14561797082991750e2
2.00000000000000000e-1	8.19999999999999930e1	2.43736773352188510e-1 / -1.15253435027576430e2
2.00000000000000000e-1	8.30000000000000070e1	2.42180117459580660e-1 / -1.15947956978284330e2
2.00000000000000000e-1	8.40000000000000040e1	2.40608457285575920e-1 / -1.16645439291975930e2
2.00000000000000000e-1	8.50000000000000000e1	2.39022034339061130e-1 / -1.17345960471734200e2
2.00000000000000000e-1	8.59999999999999960e1	2.37421093103979340e-1 / -1.18049601257618700e2
2.00000000000000000e-1	8.69999999999999930e1	2.35805881061287040e-1 / -1.18756444721632760e2
2.00000000000000000e-1	8.80000000000000070e1	2.34176648714906400e-1 / -1.19466576367116790e2
2.00000000000000000e-1	8.90000000000000040e1	2.32533649621940430e-1 / -1.20180084232793010e2
2.00000000000000000e-1	9.00000000000000000e1	2.30877140427426970e-1 / -1.20897059001693850e2
2.00000000000000000e-1	9.09999999999999960e1	2.29207380903913190e-1 / -1.21617594115222790e2
2.00000000000000000e-1	9.19999999999999930e1	2.27524633996169270e-1 / -1.22341785892604980e2
2.00000000000000000e-1	9.30000000000000070e1	2.25829165871356490e-1 / -1.23069733655999910e2
2.00000000000000000e-1	9.40000000000000040e1	2.24121245975001400e-1 / -1.23801539861561060e2
2.00000000000000000e-1	9.50000000000000000e1	2.22401147093128810e-1 / -1.24537310236740150e2
2.00000000000000000e-1	9.59999999999999960e1	2.20669145420948310e-1 / -1.25277153924149730e2
2.00000000000000000e-1	9.69999999999999930e1	2.18925520638496530e-1 / -1.26021183632310340e2
2.00000000000000000e-1	9.80000000000000070e1	2.17170555993663510e-1 / -1.26769515793624650e2
2.00000000000000000e-1	9.90000000000000040e1	2.15404538393070990e-1 / -1.27522270729936890e2
2.00000000000000000e-1	1.00000000000000000e2	2.13627758501272250e-1 / -1.28279572826047740e2
2.00000000000000000e-1	1.01000000000000000e2	2.11840510848799070e-1 / -1.29041550711577830e2
2.00000000000000000e-1	1.02000000000000000e2	2.10043093949595150e-1 / -1.29808337451579850e2
2.00000000000000000e-1	1.03000000000000000e2	2.08235810428413790e-1 / -1.30580070746323380e2
2.00000000000000000e-1	1.04000000000000000e2	2.06418967158795400e-1 / -1.31356893140684770e2
2.00000000000000000e-1	1.05000000000000000e2	2.04592875412272820e-1 / -1.32138952243598550e2
2.00000000000000000e-1	1.06000000000000010e2	2.02757851019497260e-1 / -1.32926400958031080e2
2.00000000000000000e-1	1.06999999999999980e2	2.00914214544014320e-1 / -1.33719397721960860e2
2.00000000000000000e-1	1.08000000000000010e2	1.99062291469472320e-1 / -1.34518106760855630e2
2.00000000000000000e-1	1.09000000000000010e2	1.97202412401084490e-1 / -1.35322698352153450e2
2.00000000000000000e-1	1.10000000000000010e2	1.95334913282225280e-1 / -1.36133349102258690e2
2.00000000000000000e-1	1.10999999999999990e2	1.93460135627083750e-1 / -1.36950242236576210e2
2.00000000000000000e-1	1.11999999999999990e2	1.91578426770369200e-1 / -1.37773567903107820e2
2.00000000000000000e-1	1.13000000000000010e2	1.89690140135110450e-1 / -1.38603523490137580e2
2.00000000000000000e-1	1.14000000000000010e2	1.87795635519655720e-1 / -1.39440313958525010e2
2.00000000000000000e-1	1.14999999999999990e2	1.85895279405052880e-1 / -1.40284152189122580e2
2.00000000000000000e-1	1.15999999999999990e2	1.83989445284053810e-1 / -1.41135259345807820e2
2.00000000000000000e-1	1.16999999999999990e2	1.82078514013059460e-1 / -1.41993865254608910e2
2.00000000000000000e-1	1.18000000000000020e2	1.80162874188402510e-1 / -1.42860208799358590e2
2.00000000000000000e-1	1.18999999999999990e2	1.78242922548431900e-1 / -1.43734538334271140e2
2.00000000000000000e-1	1.20000000000000000e2	1.76319064402968270e-1 / -1.44617112113786850e2
2.00000000000000000e-1	1.21000000000000000e2	1.74391714091750010e-1 / -1.45508198739942650e2
2.00000000000000000e-1	1.22000000000000000e2	1.72461295473609780e-1 / -1.46408077627451890e2
2.00000000000000000e-1	1.23000000000000000e2	1.70528242448185810e-1 / -1.47317039486554120e2
2.00000000000000000e-1	1.24000000000000000e2	1.68592999512063750e-1 / -1.48235386823568160e2
2.00000000000000000e-1	1.25000000000000000e2	1.66656022351347470e-1 / -1.49163434458914910e2
2.00000000000000000e-1	1.26000000000000000e2	1.64717778472716690e-1 / -1.50101510062179380e2
2.00000000000000000e-1	1.27000000000000000e2	1.62778747875136580e-1 / -1.51049954703550270e2
2.00000000000000000e-1	1.28000000000000000e2	1.60839423764451040e-1 / -1.52009123420695750e2
2.00000000000000000e-1	1.29000000000000000e2	1.58900313313155640e-1 / -1.52979385799803210e2
2.00000000000000000e-1	1.30000000000000000e2	1.56961938467719530e-1 / -1.53961126569128790e2
2.00000000000000000e-1	1.31000000000000010e2	1.55024836805860660e-1 / -1.54954746202945580e2
2.00000000000000000e-1	1.31999999999999980e2	1.53089562446213660e-1 / -1.55960661533254190e2
2.00000000000000000e-1	1.33000000000000010e2	1.51156687012828960e-1 / -1.56979306365996910e2
2.00000000000000000e-1	1.34000000000000010e2	1.49226800656927840e-1 / -1.58011132097812150e2
2.00000000000000000e-1	1.35000000000000010e2	1.47300513138276410e-1 / -1.59056608328530080e2
2.00000000000000000e-1	1.35999999999999990e2	1.45378454968433180e-1 / -1.60116223463666210e2
2.00000000000000000e-1	1.36999999999999990e2	1.43461278617988940e-1 / -1.61190485300072940e2
2.00000000000000000e-1	1.38000000000000010e2	1.41549659789677930e-1 / -1.62279921586658870e2
2.00000000000000000e-1	1.39000000000000010e2	1.39644298758970860e-1 / -1.63385080550655860e2
2.00000000000000000e-1	1.39999999999999990e2	1.37745921783349830e-1 / -1.64506531378294580e2
2.00000000000000000e-1	1.40999999999999990e2	1.35855282580986980e-1 / -1.65644864636906350e2
2.00000000000000000e-1	1.41999999999999990e2	1.33973163878927240e-1 / -1.66800692623403070e2
2.00000000000000000e-1	1.43000000000000020e2	1.32100379030090730e-1 / -1.67974649621755610e2
2.00000000000000000e-1	1.43999999999999990e2	1.30237773697478000e-1 / -1.69167392049501260e2
2.00000000000000000e-1	1.45000000000000000e2	1.28386227602794990e-1 / -1.70379598470423700e2
2.00000000000000000e-1	1.46000000000000000e2	1.26546656335343720e-1 / -1.71611969447377820e2
2.00000000000000000e-1	1.47000000000000000e2	1.24720013215353150e-1 / -1.72865227205747510e2
2.00000000000000000e-1	1.48000000000000000e2	1.22907291203976280e-1 / -1.74140115074261170e2
2.00000000000000000e-1	1.49000000000000000e2	1.21109524849861660e-1 / -1.75437396665832600e2
2.00000000000000000e-1	1.50000000000000000e2	1.19327792259522040e-1 / -1.76757854756806410e2
2.00000000000000000e-1	1.51000000000000000e2	1.17563217075590210e-1 / -1.78102289818501690e2
2.00000000000000000e-1	1.52000000000000000e2	1.15816970443462040e-1 / -1.79471518150360730e2
2.00000000000000000e-1	1.53000000000000000e2	1.14090272942731460e-1 / 1.79133630440582080e2
2.00000000000000000e-1	1.54000000000000000e2	1.12384396455160650e-1 / 1.77712315473612990e2
2.00000000000000000e-1	1.55000000000000000e2	1.10700665935751140e-1 / 1.76263689205397320e2
2.00000000000000000e-1	1.56000000000000010e2	1.09040461047677020e-1 / 1.74786900685385090e2
2.00000000000000000e-1	1.56999999999999980e2	1.07405217615532880e-1 / 1.73281100525244610e2
2.00000000000000000e-1	1.58000000000000010e2	1.05796428844481790e-1 / 1.71745446453148820e2
2.00000000000000000e-1	1.59000000000000010e2	1.04215646245590900e-1 / 1.70179109723039310e2
2.00000000000000000e-1	1.60000000000000010e2	1.02664480200038070e-1 / 1.68581282445936330e2
2.00000000000000000e-1	1.61000000000000010e2	1.01144600087099670e-1 / 1.66951185904256990e2
2.00000000000000000e-1	1.61999999999999990e2	9.96577338931560770e-2 / 1.65288079900296950e2
2.00000000000000000e-1	1.63000000000000010e2	9.82056672117350620e-2 / 1.63591273175737760e2
2.00000000000000000e-1	1.63999999999999990e2	9.67902415381661820e-2 / 1.61860134919495020e2
2.00000000000000000e-1	1.64999999999999990e2	9.54133517573594150e-2 / 1.60094107355695710e2
2.00000000000000000e-1	1.66000000000000010e2	9.40769427200769930e-2 / 1.58292719371417380e2
2.00000000000000000e-1	1.66999999999999990e2	9.27830048025510120e-2 / 1.56455601104585100e2
2.00000000000000000e-1	1.68000000000000020e2	9.15335683471884210e-2 / 1.54582499365939820e2
2.00000000000000000e-1	1.68999999999999990e2	9.03306968892425740e-2 / 1.52673293715523650e2
2.00000000000000000e-1	1.70000000000000000e2	8.91764790865048340e-2 / 1.50728012954489050e2
2.00000000000000000e-1	1.71000000000000020e2	8.80730192871285310e-2 / 1.48746851728701080e2
2.00000000000000000e-1	1.72000000000000000e2	8.70224266952479120e-2 / 1.46730186873909530e2
2.00000000000000000e-1	1.73000000000000000e2	8.60268031255799850e-2 / 1.44678593066380330e2
2.00000000000000000e-1	1.73999999999999980e2	8.50882293768048110e-2 / 1.42592857281930630e2
2.00000000000000000e-1	1.75000000000000000e2	8.42087502988429830e-2 / 1.40473991515185360e2
2.00000000000000000e-1	1.76000000000000020e2	8.33903586804112070e-2 / 1.38323243175211560e2
2.00000000000000000e-1	1.77000000000000000e2	8.26349781388415750e-2 / 1.36142102559229160e2
2.00000000000000000e-1	1.78000000000000000e2	8.19444452520062330e-2 / 1.33932306818584610e2
2.00000000000000000e-1	1.78999999999999980e2	8.13204912294400550e-2 / 1.31695839875413400e2
2.00000000000000000e-1	1.80000000000000000e2	8.07647234730050910e-2 / 1.29434927827723610e2
2.00000000000000000e-1	1.81000000000000010e2	8.02786074229721610e-2 / 1.27152029496173700e2
2.00000000000000000e-1	1.81999999999999980e2	7.98634491192194320e-2 / 1.24849821915866310e2
2.00000000000000000e-1	1.83000000000000010e2	7.95203789257904070e-2 / 1.22531180756089950e2
2.00000000000000000e-1	1.83999999999999990e2	7.92503368671558840e-2 / 1.20199155851884630e2
2.00000000000000000e-1	1.85000000000000010e2	7.90540600041492510e-2 / 1.17856942242291930e2
2.00000000000000000e-1	1.86000000000000010e2	7.89320722358899120e-2 / 1.15507847317629890e2
2.00000000000000000e-1	1.86999999999999990e2	7.88846768518868120e-2 / 1.13155254867476330e2
2.00000000000000000e-1	1.88000000000000010e2	7.89119520783362920e-2 / 1.10802586977877130e2
2.00000000000000000e-1	1.88999999999999990e2	7.90137497683617430e-2 / 1.08453264838111170e2
2.00000000000000000e-1	1.89999999999999990e2	7.91896972828169070e-2 / 1.06110669574975750e2
2.00000000000000000e-1	1.91000000000000010e2	7.94392025022788850e-2 / 1.03778104231063880e2
2.00000000000000000e-1	1.91999999999999990e2	7.97614618083655640e-2 / 1.01458757943115920e2
2.00000000000000000e-1	1.93000000000000020e2	8.01554707794054980e-2 / 9.91556732622490420e1
2.00000000000000000e-1	1.93999999999999990e2	8.06200372669957940e-2 / 9.68717173991248970e1
2.00000000000000000e-1	1.95000000000000000e2	8.11537964598396040e-2 / 9.46095579865661130e1
2.00000000000000000e-1	1.96000000000000020e2	8.17552275018251070e-2 / 9.23716437441230550e1
2.00000000000000000e-1	1.97000000000000000e2	8.24226712131593860e-2 / 9.01601902183092820e1
2.00000000000000000e-1	1.98000000000000000e2	8.31543484656661390e-2 / 8.79771705720811250e1
2.00000000000000000e-1	1.98999999999999980e2	8.39483787838048380e-2 / 8.58243112188092820e1
2.00000000000000000e-1	2.00000000000000000e2	8.48027987785254210e-2 / 8.37030919475287400e1
2.00000000000000000e-1	2.01000000000000020e2	8.57155800678562760e-2 / 8.16147500724967400e1
2.00000000000000000e-1	2.02000000000000000e2	8.66846463923861070e-2 / 7.95602880625089170e1
2.00000000000000000e-1	2.03000000000000020e2	8.77078896916165900e-2 / 7.75404840628558920e1
2.00000000000000000e-1	2.04000000000000000e2	8.87831849653109550e-2 / 7.55559047117502040e1
2.00000000000000000e-1	2.04999999999999980e2	8.99084037995702450e-2 / 7.36069196686640930e1
2.00000000000000000e-1	2.06000000000000010e2	9.10814264883681800e-2 / 7.16937173086034820e1
2.00000000000000000e-1	2.06999999999999980e2	9.23001527262384340e-2 / 6.98163210880398300e1
2.00000000000000000e-1	2.08000000000000010e2	9.35625108858606680e-2 / 6.79746061495542180e1
2.00000000000000000e-1	2.08999999999999990e2	9.48664659252513330e-2 / 6.61683157982257610e1
2.00000000000000000e-1	2.10000000000000010e2	9.62100259931963820e-2 / 6.43970775494732270e1
2.00000000000000000e-1	2.11000000000000030e2	9.75912478190058860e-2 / 6.26604185121866490e1
2.00000000000000000e-1	2.12000000000000010e2	9.90082409842770340e-2 / 6.09577799303760950e1
2.00000000000000000e-1	2.12999999999999990e2	1.00459171180956350e-1 / 5.92885307596804450e1
2.00000000000000000e-1	2.13999999999999970e2	1.01942262562385810e-1 / 5.76519802012306570e1
2.00000000000000000e-1	2.14999999999999990e2	1.03455799293113530e-1 / 5.60473891542331340e1
2.00000000000000000e-1	2.16000000000000010e2	1.04998126399733470e-1 / 5.44739805804572440e1
2.00000000000000000e-1	2.16999999999999990e2	1.06567650019655780e-1 / 5.29309487990457140e1
2.00000000000000000e-1	2.18000000000000020e2	1.08162837138049620e-1 / 5.14174677493128840e1
2.00000000000000000e-1	2.18999999999999990e2	1.09782214895765270e-1 / 4.99326982732740720e1
