Y	X	point[0][0, ::]
0.00000000000000000e0	1.10999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.11999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.13000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.14000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.14999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.15999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.16999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.18000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.18999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.20000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.21000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.22000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.23000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.24000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.25000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.26000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.27000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.28000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.29000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.30000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.31000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.31999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.33000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.34000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.35000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.35999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.36999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.38000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.39000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.39999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.40999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.41999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.43000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.43999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.45000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.46000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.47000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.48000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.49000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.50000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.51000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.52000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.53000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.54000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.55000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.56000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.56999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.58000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.59000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.60000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.61000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.61999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.63000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.63999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.64999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.66000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.66999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.68000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.68999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.70000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.71000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.72000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.73000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.73999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.75000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.76000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.77000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.78000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.78999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.80000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.81000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.81999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.83000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.83999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.85000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.86000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.86999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.88000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.88999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.89999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.91000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.91999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.93000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.93999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.95000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.96000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.97000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.98000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	1.98999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.00000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.01000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.02000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.03000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.04000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.04999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.06000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.06999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.08000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.08999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.10000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.11000000000000030e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.12000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.12999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.13999999999999970e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.14999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.16000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.16999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.18000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.18999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.20000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.21000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.21999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.23000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.23999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.25000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.26000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.27000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.28000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.29000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.29999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.31000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.31999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.33000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.33999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.35000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.36000000000000030e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.37000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.37999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.38999999999999970e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.39999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.41000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.41999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.43000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.43999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.45000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.46000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.46999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.48000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.48999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.50000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.51000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.52000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.53000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.54000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.54999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.56000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.56999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.58000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.58999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.60000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.61000000000000030e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.62000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.62999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.63999999999999970e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.64999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.66000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.66999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.68000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.68999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.70000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.71000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.71999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.73000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.73999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.75000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.76000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.77000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.78000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.79000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.79999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.81000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.81999999999999980e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.83000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.83999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.85000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.86000000000000030e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.87000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.87999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.88999999999999970e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.89999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.91000000000000010e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.91999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.93000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.93999999999999990e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.95000000000000020e2	1.13406796830673470e-1 / -6.77675753151132640e1
0.00000000000000000e0	2.96000000000000000e2	1.13406796830673470e-1 / -6.77675753151132640e1
